Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest,Personality
0.4745281820645678,0.6931312897856865,0.8690901454087245,0.6182199254,Arts,ESTJ
0.37316095764714585,0.20771967995574447,0.16462687761265676,0.5515823522,Arts,INFP
0.8115308493072869,0.6137541025379287,0.3711622697361842,0.7205182648,Arts,ESFJ
0.8347149590612744,0.7268690661291823,0.48432905974358464,0.6558666453,Fiction,ESFJ
0.21513857761056251,0.5978756565586425,0.7115606936416186,0.5272596344,Sports,INTJ
0.16493700926784335,0.578945603184521,0.3632507950477029,0.5183461627,Sports,INFJ
0.9997729793411199,0.6115105581686916,0.66667500050003,0.624964629,Fiction,ESTJ
0.3650452191149394,0.6088633391851153,0.9283266996019762,0.24727876910000002,Arts,ESTP
0.8930232651171256,0.6942751219862614,0.7898093885633138,0.6087538084,Fiction,ESTP
0.16827531305348783,0.6869039532752799,0.2336940216412985,0.48972650100000004,Sports,ISFP
0.02482025864353656,0.7061275552326327,0.9751935116106968,0.2802447538,Fiction,ISTP
0.26520013321212227,0.7678215359321119,0.7426815608936537,0.313244855,Arts,ISTP
0.9203387508263251,0.5051844810240911,0.2827329639778387,0.41550866380000007,Fiction,ENFP
0.6391211600255623,0.47845904178056337,0.992215532931976,0.4578175128,Others,ENTP
0.777682769131991,0.5813182213673085,0.5640448426905615,0.5440611101,Arts,ENTP
0.492375806198364,0.7457770594340074,0.4832009920595236,0.6072067076000001,Fiction,ESFJ
0.416976944901986,0.33105861958300964,0.7387253235194112,0.7305510133,Others,INTJ
0.9056354128225668,0.5824416239980822,0.26247974878492714,0.7138327090000001,Technology,ENFJ
0.46789857877066804,0.81191034416335,0.9889353361201673,0.6142172834,Arts,ISTJ
0.5745492839848425,0.07873013871431997,0.2519621177270636,0.6550922398000001,Arts,ENFJ
0.13475726291092488,0.6115906501089268,0.22762965777946675,0.7156971931,Arts,ISFJ
0.5407972125463417,0.641948597076885,0.5872922375342521,0.3887960996,Arts,ESTP
0.9937614322903382,0.7223801048339401,0.8799687981278879,0.4898499347,Others,ESTP
0.6115056470138782,0.6253951195059563,0.9096345780746846,0.7203576807000001,Fiction,ESTJ
0.047335307512983676,0.6770743846551872,0.5846840810448627,0.5322647079,Others,ISTP
0.509406355978394,0.4190666521498017,0.9587615256915416,0.6011208541,Sports,ENTJ
0.47233298230138937,0.6278665244727728,0.5627137628257696,0.5341650382,Fiction,ESTP
0.3826508212247314,0.6836947287245135,0.018161089665379923,0.7442540592000001,Arts,ESFJ
0.003379307516984045,0.49679935381389023,0.36877312638758325,0.4917765723,Others,INFP
0.6697919510675471,0.6394897829287304,0.1971768306098366,0.7428558762,Arts,ESFJ
0.7014268298415155,0.3146187113585648,0.3675870552233134,0.3442991704,Arts,ENFP
0.05182371595815219,0.40759159291229574,0.8777336640198412,0.5971277991,Sports,INTJ
0.1237232588165523,0.6165208795718731,0.9801378082684962,0.6218396975,Others,ISTJ
0.04187081024373218,0.7005735400176171,0.15263415804948297,0.45910098660000004,Sports,ISFP
0.6465438354890294,0.6787789507954997,0.1426345580734844,0.6566238941,Fiction,ESFJ
0.27499202427420893,0.6133610932721266,0.36714202852171135,0.6359580049,Fiction,ISFP
0.43999603963960715,0.3718422571586303,0.027350641038462308,0.5903827785,Fiction,INFP
0.1570092878451939,0.3511364454959261,0.03435606136368182,0.6029446741000001,Technology,INFJ
0.008089736165991105,0.7312810337959429,0.3591345480728844,0.3327044518,Arts,INFP
0.025253298050122556,0.713372664377855,0.6949166950017002,0.6267960916,Sports,ISTJ
0.2604517011048005,0.6662465137021225,0.6953837230233815,0.6948383037000001,Fiction,ISTJ
0.8216807729503384,0.7203224321798343,0.5788257295437726,0.5665423962,Technology,ESFP
0.20788091716346185,0.510881772808467,0.6851831109866593,0.5064060475,Sports,INTJ
0.014558324807557484,0.529141428776897,0.663915834950097,0.668785839,Arts,INTJ
0.31348252690994877,0.5322385220296745,0.12739364361861713,0.226013035,Fiction,INFP
0.17431586274350963,0.3577964357514876,0.060522631357881475,0.7153433129,Fiction,INFP
0.41247953563774303,0.49899870112814265,0.8291787507250435,0.6574833969,Technology,INTJ
0.20951306568897765,0.6256027633606446,0.25890553433205993,0.6430464808,Fiction,ISFJ
0.12418030040733706,0.7310772833402064,0.7646368782126928,0.62181447,Others,ISTP
0.495588098516965,0.629653415262293,0.8299997999879993,0.6904069252,Others,ESTJ
0.1360383794925338,0.4200872845595434,0.1804298257895474,0.2389494724,Fiction,INFP
0.7440257063392768,0.6431364167059392,0.523036382182931,0.42854825930000007,Fiction,ESFP
0.7033280028482591,0.6546791726097434,0.7672400344020641,0.4930128462,Fiction,ESTP
0.8849565310443249,0.3434659093326366,0.8398933936036163,0.5254310497,Fiction,ENTP
0.7341498076324945,0.710248758561538,0.9934646078764726,0.6446604787000001,Fiction,ESTJ
0.8845384930028631,0.42720669194424776,0.2292507550453027,0.5702400137,Others,ENFP
0.29343370246692446,0.6446396130648633,0.03384003040182411,0.7495610964,Fiction,ESFJ
0.784427382891843,0.6104381130210309,0.08948936936216173,0.3482703662,Technology,ESFP
0.9461951037544416,0.6062830421565486,0.44885293117587055,0.6340701652,Others,ESFJ
0.231138033561054,0.5629837071870677,0.34509470568234096,0.5718968508,Others,INFP
0.9955935990175105,0.5029975820038128,0.0007500450027001621,0.1915663494,Sports,ENFP
0.048183384688006606,0.6357615133360773,0.9611396683801029,0.2984572633,Others,ISTP
0.42787193634620746,0.6493257571587545,0.798686921215273,0.46601851790000004,Arts,ISTP
0.367237418605093,0.6015249865700992,0.052779166750005,0.354836392,Others,ENFP
0.8338818832513758,0.5785988936395667,0.8572324339460368,0.6967350848,Others,ENTJ
0.28701111801173906,0.40312142962055775,0.13964037842270538,0.4306250883,Others,INFP
0.1596125247397513,0.6020752147548124,0.0477018621117267,0.6530450498000001,Others,INFJ
0.621546560737027,0.6089092067446537,0.12738864331859912,0.3120674876,Fiction,ESFP
0.21609666479649645,0.34829882526449996,0.7732233934036042,0.40065114069999996,Technology,INTP
0.9618315266689268,0.45169145096735075,0.5326409584575075,0.4666870128,Sports,ENFP
0.33163217852824606,0.612019153782676,0.21968418105086304,0.5136576129,Sports,ISFJ
0.13250505796027437,0.5713279883793255,0.8942846570794247,0.5937669094000001,Sports,INTJ
0.9427347888657868,0.6309225260232093,0.3627657659459568,0.6401964637,Technology,ESFJ
0.2724037887447757,0.6525545951761331,0.6973938436306178,0.1467739455,Arts,ISTP
0.19695792317100852,0.35839221124191256,0.3936626197571855,0.6470257052,Sports,INFJ
0.2173157757355919,0.7292315322016605,0.5343110586635199,0.12727681700000001,Others,ISFP
0.20833795875424663,0.6317407111819929,0.6965087905274318,0.6062715376000001,Fiction,INTJ
0.4062709706583299,0.6936188024139179,0.9392313538812329,0.5595066895,Sports,ISTJ
0.7928681510017411,0.638275048109827,0.8471198271896314,0.3615878719,Arts,ESTP
0.41505977043910985,0.6132276438653221,0.560921655299318,0.3598736689,Arts,ESTP
0.13483627010057914,0.6781258704593951,0.8943346600796048,0.8116667074000001,Arts,ISTJ
0.1014472316980845,0.6216739336889826,0.563207792467548,0.633534574,Fiction,INTJ
0.8377042310850286,0.5139951596414204,0.24073844430665842,0.0635401412,Fiction,ENFP
0.030617786218545884,0.6067872147046096,0.3430285817149029,0.7666399471,Fiction,ISFJ
0.7021078918181554,0.5530241782413334,0.3935046102766166,0.6185838481000001,Others,ENFJ
0.770062075648884,0.6971752540150725,0.33109386563193793,0.6974176898,Fiction,ESFP
0.491981770341101,0.43007086774671915,0.9817989079344761,0.6971123273000001,Arts,ENTJ
0.8460089868178002,0.6475013685079688,0.8732403944236655,0.6703065118,Technology,ESTJ
0.6852583585106243,0.5887145049338364,0.11118767126027562,0.6058186517,Arts,ENFJ
0.6869365112225212,0.6905117201647888,0.6466718003080185,0.607393405,Fiction,ESFJ
0.2913905165370048,0.6776153349734648,0.27252835170110207,0.6595188632000001,Others,ISFJ
0.2524399720374554,0.6346320808228794,0.5963057783467008,0.5150232797000001,Fiction,ISTP
0.06796818510484454,0.5328716935018165,0.4345430725843551,0.5711193626000001,Fiction,INFP
0.7215656624752852,0.6540088497734805,0.3092915574934496,0.6244097171,Fiction,ESFJ
0.8233609258442517,0.4259787478818217,0.5142058523511411,0.4479600164,Fiction,ENFP
0.019611784672405187,0.5537630826557836,0.8365041902514152,0.6931490948000001,Arts,INTJ
0.4700817774417472,0.6510175464302141,0.8582494949696983,0.6291604295000001,Fiction,ISTJ
0.5921608866406842,0.6601675860366726,0.5080634838090285,0.6734079916,Others,ESFJ
0.27474800206818817,0.4625669795729615,0.22995079704782287,0.6373143815,Fiction,INFJ
0.11593755031707884,0.617479607194314,0.592690561433686,0.5497659314,Fiction,ISFP
0.21545860673321268,0.23262075657844433,0.2607396443786627,0.7408011187,Fiction,INFJ
0.3559203887553767,0.6351348415657636,0.9151849110946657,0.6825773971000001,Arts,ISTJ
0.5165180031382856,0.8275804191560087,0.8449076944616678,0.7164164416000001,Others,ISTP
0.21126822540851214,0.7722801354150441,0.9600426025561535,0.1238549594,Others,ISTP
0.5164829999529956,0.6818372595176572,0.29724183451007063,0.6077966209000001,Technology,ESFJ
0.06562597196344867,0.5843731256056665,0.1985619137148229,0.27919323290000003,Fiction,INFP
0.2583765122626159,0.4207255632374456,0.09977398643918635,0.5239673436000001,Sports,INFJ
0.4760093168478331,0.6897977471160178,0.4212792767566054,0.4245033187,Technology,ESFP
0.302678543747481,0.651860943843526,0.7834030041802509,0.6015351609,Technology,ISTJ
0.1855588858586131,0.6309079805040598,0.902169130147809,0.6564052048,Arts,ISTJ
0.20075326854743777,0.6052052721756109,0.9725303518211094,0.46989389470000004,Fiction,ISTP
0.6014667334727459,0.6948685520067895,0.5271826309578574,0.691215345,Technology,ESFJ
0.11008101737258089,0.6520404102687665,0.2142848570914255,0.5920068766000001,Sports,ISFJ
0.7983666513652741,0.482271408299846,0.754630277816669,0.2192110766,Fiction,ENTP
0.2214331504166879,0.4891397012667356,0.3494449666980019,0.321514542,Others,INFP
0.7289153312951477,0.7186614484034511,0.10338420305218314,0.6528224723,Others,ESFJ
0.36581028873627497,0.607161829217895,0.7660589635378123,0.4340860929,Others,ISTP
0.9236190493334893,0.8583151019721424,0.5024531471888313,0.41753798580000007,Fiction,ESFP
0.9422997492771842,0.35501653908535113,0.1893023581414885,0.7294886580000001,Technology,ENFJ
0.929006539595103,0.5542163701565569,0.744171650299018,0.260312847,Technology,ENTP
0.40344771374195043,0.7684113583498247,0.9984649078944737,0.5235222508,Sports,ESTJ
0.2159666529654198,0.5731031228023594,0.25763945836750207,0.4772424267,Fiction,INFP
0.49107868816062256,0.6749937747008672,0.6984299057943477,0.2123921003,Sports,ESTP
0.9758288004208382,0.6450302622455873,0.858097485849151,0.5569519172,Fiction,ESTP
0.4759403105682617,0.7031536251793952,0.5065223913434806,0.6006579293000001,Fiction,ESFJ
0.9149282584715208,0.6272400516609491,0.7265145908754526,0.37997552960000003,Fiction,ESTP
0.9305026757434925,0.37064803640021116,0.38509510570634237,0.6269108133,Technology,ENFJ
0.2990052094740621,0.7169724992777688,0.6484179050743045,0.1092081466,Fiction,ISTP
0.024706248268592437,0.5828414339104314,0.9592765565933957,0.28888192949999997,Arts,INTP
0.10652569383813926,0.7514106485504236,0.24580274816488992,0.31903997390000005,Sports,ISFP
0.11006901628048152,0.618446484327187,0.3123787427245635,0.3134071325,Technology,ISFP
0.8964905806428384,0.45874749407354815,0.12090125407524452,0.5879264527,Sports,ENFJ
0.37608122339132855,0.38083997350518967,0.19975398523911436,0.6434698424,Technology,ENFJ
0.7968375122136114,0.6711189912228578,0.17663259795587735,0.5304339255,Sports,ESFJ
0.8835374019035732,0.38345238328745707,0.8391003460207612,0.6428012073,Fiction,ENTJ
0.12224512430631188,0.2882055650416545,0.9871052263135789,0.38461345050000006,Sports,INTP
0.7164801996981724,0.5604912666004872,0.9727483649018942,0.3211755908,Technology,ENTP
0.711555751573393,0.7088847565491474,0.6368792127527653,0.4982914218000001,Technology,ESFP
0.20368053492867852,0.20910512777309653,0.29851891113466805,0.5238814117,Sports,INFJ
0.0014471316889836973,0.425261614646807,0.8198471908314499,0.6083781838000001,Sports,INTJ
0.7743854690776859,0.7101437846485357,0.6530841850511031,0.4829013634,Fiction,ESTP
0.3266637263991023,0.6320453915194006,0.3328829729783787,0.4903398507000001,Arts,ISFP
0.6847373110953096,0.6478527023176196,0.6685571134268056,0.5883845136,Sports,ESTJ
0.1461883031355853,0.6288807200152975,0.9480468828129688,0.6947941946,Fiction,ISTJ
0.3954229834914977,0.18082597218284902,0.5588755325319519,0.544369445,Sports,ENTJ
0.8844144817178361,0.5267215621666398,0.6193711622697362,0.42046381430000007,Others,ENTP
0.793379197506973,0.6128143640898307,0.7219063143788628,0.635411156,Others,ESTJ
0.16486700289726364,0.6930897875781076,0.44480468828129693,0.7481830837000001,Fiction,ISFJ
0.11306528894129365,0.7024938119386422,0.9650029001740105,0.6091018173,Arts,ISTJ
0.5895816519303256,0.6205411283759913,0.6458817529051744,0.7606612965,Arts,ESTJ
0.5888405844931888,0.7704790738737605,0.8755755345320719,0.6188041417000001,Fiction,ESTJ
0.6645104704528112,0.6175704130225569,0.33626717603056183,0.6848067333000001,Fiction,ESFJ
0.8189635256808369,0.6069214096990202,0.21883212992779566,0.6464025655000001,Sports,ESFJ
0.6651085248757636,0.5191934513717505,0.42003120187211235,0.4430139616,Fiction,ENFP
0.6585639293175678,0.6880812387723884,0.11811308678520713,0.7732039121000001,Fiction,ESFJ
0.335575537373901,0.7447369693106803,0.23493709622577355,0.6073088305000001,Fiction,ISFJ
0.6290152403868751,0.6982593883207215,0.10632937976278577,0.6268518947,Arts,ESFJ
0.8769518026140377,0.2952606867513497,0.5228173690421426,0.2768163737,Others,ENFP
0.32470654829589485,0.6075195949874758,0.88704722283337,0.6220107084000001,Others,ESTJ
0.2897203645531743,0.5920962232948858,0.5371742304538273,0.5900718714000001,Arts,INTP
0.9970467312525437,0.6346803307636482,0.028096685801148075,0.5703368961,Technology,ESFP
0.28869327108766896,0.606336574045172,0.8075504530271818,0.3648673615,Fiction,ISTP
0.0686332456253519,0.5381160643384331,0.8034952097125827,0.6198320897,Others,INTP
0.32274136946462123,0.6443953844243595,0.7364601876112568,0.6827541873,Fiction,ISTJ
0.47314305601809764,0.3889791283877466,0.1328459707582455,0.6312402418,Fiction,ENFJ
0.8117078654157528,0.2554515565000373,0.10149808988539312,0.6047270517000001,Fiction,ENFJ
0.6249378693461104,0.6076778072053137,0.19875992559553574,0.6048088901,Fiction,ESFJ
0.08167343228233769,0.623076468893547,0.8339430365821949,0.4715520516,Fiction,ISTP
0.3707427375891206,0.5477471170846547,0.2685351121067264,0.37422797100000005,Fiction,INFP
0.7920080727346187,0.6216771577766393,0.964843890633438,0.7371340728,Fiction,ESTJ
0.13230503975861801,0.6267010704449801,0.8947726863611817,0.419679821,Others,ISTP
0.4278859376203234,0.6301722005380013,0.21729303758225493,0.6279920509000001,Fiction,ISFJ
0.8406665006515592,0.24521342443412364,0.07785267116026963,0.5529398074,Technology,ENFP
0.33870882250284773,0.6361340093948364,0.13189191351481092,0.4467894348,Fiction,ESFP
0.3821907793609218,0.6545002370249563,0.13115886953217193,0.5622817915,Fiction,ISFP
0.03871952347663637,0.4223811376898687,0.12004120247214833,0.6219931514,Sports,INFJ
0.8344069310307237,0.5723481213125796,0.7110116606996421,0.5266181742,Sports,ENTJ
0.469165694078161,0.6219023842278214,0.5724353461207673,0.5071622616,Others,ESFP
0.6347927661417189,0.20033884698280446,0.6621437286237175,0.38446436940000006,Technology,ENTP
0.20419758197996013,0.7664461708829681,0.036793207592455544,0.7124494579,Technology,ISFJ
0.3932857890067996,0.6159219011164622,0.9959917595055704,0.28656912090000003,Others,ISTP
0.1462113052287758,0.38486314203848127,0.4490999459967599,0.6175263277,Others,INFJ
0.05248577620563471,0.40529513209225165,0.6142788567314039,0.6852643454,Arts,INTP
0.7916880436119687,0.4122855675429542,0.7364421865311919,0.7070209477,Others,ENTJ
0.015330395065950998,0.55141686130397,0.6662579754785287,0.5350746265,Sports,INTP
0.08475371258784549,0.5942208786050095,0.1962017721063264,0.5830748146000001,Others,INFP
0.21856388931392753,0.3107606244983584,0.8441826509590575,0.2315929873,Others,INTP
0.6584619200347231,0.38358184253640876,0.7840790447426845,0.4668737047,Arts,ENTP
0.3761462293068669,0.2996466614782047,0.9485999159949597,0.6146454816000001,Arts,INTJ
0.8621224531432359,0.597006384300357,0.9678250695041702,0.379077722,Others,ENTP
0.5426363799105718,0.40933201083907583,0.7256595395723744,0.7266524954000001,Fiction,INTJ
0.20241942016723521,0.6662553149216237,0.010514630877852671,0.2912680355,Fiction,ISFP
0.9127220577072512,0.415563027814844,0.4512100726043563,0.29239091629999997,Fiction,ENFP
0.1466883486397262,0.42846700585954917,0.44101846110766646,0.5120200343,Technology,INFP
0.6701249813733049,0.5997624982260478,0.09066243974638478,0.6007346862,Others,ENFJ
0.4617980236201494,0.38019807452953364,0.08994039642378543,0.44033383160000006,Fiction,ENFP
0.5789366832381746,0.8131651414344547,0.7885673140388424,0.5232443325,Others,ESTP
0.2728988337938752,0.4192687278337786,0.43935236114166853,0.5069314449000001,Technology,INFP
0.667090705254178,0.4713203653994686,0.9194421665299919,0.5412714582000001,Technology,ENTP
0.601122702165897,0.39327164649785723,0.014565873952437147,0.5800805298,Fiction,ENFP
0.8696721401647549,0.6450693805784136,0.8803208192491551,0.6868467134,Others,ESTJ
0.930159644527652,0.20991143377653498,0.2634228053683221,0.777177982,Fiction,ENFJ
0.29044443044317025,0.7965667472508932,0.09535672140328419,0.6260466612000001,Fiction,ESFJ
0.9948095276670176,0.6089845057588666,0.8130917855071306,0.40492133160000005,Sports,ESTP
0.8093886543675473,0.4376062736506757,0.8144288657319438,0.4807690844,Fiction,ENTP
0.017603601927775426,0.7136423533042484,0.4477688661319679,0.5849622342,Technology,ISFP
0.14838350289876376,0.3778309321324432,0.16269976198571917,0.6143792431,Technology,INFJ
0.28468190605345084,0.3757341001803315,0.7501950117007021,0.6108737532,Fiction,INTJ
0.258483522000502,0.7268311228782679,0.12706462387743267,0.6499838669,Sports,ISFP
0.5088843084720709,0.7609922925960284,0.5882772966377983,0.3572834977,Technology,ESTP
0.18116248578620653,0.5314097133409749,0.6647608856531392,0.5037131693,Sports,INTJ
0.6405622911684963,0.2905636271439571,0.7254165249914996,0.5242331742,Fiction,ENTP
0.3959160283585806,0.612411834153559,0.9470718243094587,0.7064192824000001,Fiction,ISTJ
0.7956824070990459,0.6595525340822465,0.20162509750585034,0.15539808980000003,Fiction,ESFP
0.7101186207944923,0.46095219406459825,0.9267926075564534,0.517303418,Arts,ENTP
0.8584161158665438,0.34791805391940556,0.9992929575774546,0.6549324416000001,Sports,ENTJ
0.46065491959768334,0.6884613907325005,0.6499819989199352,0.5165977963,Technology,ESTP
0.5146218305865833,0.6217212996779836,0.19933896033762027,0.5089300227,Arts,ISFP
0.4244056209115029,0.6652973277661415,0.5161129667780067,0.6044195359,Others,ISFJ
0.04717629304266688,0.6224988059866278,0.9424235454127248,0.7233594507000001,Arts,ISTJ
0.03278398334248416,0.48991340005395295,0.6868052083124988,0.5241199691,Fiction,INTP
0.7392792744139716,0.6569032722803743,0.9699531971918316,0.4405092019,Technology,ESTP
0.1759510115420503,0.633219493894032,0.1967418045082705,0.5615622049,Fiction,ISFP
0.9370032672973239,0.38145539393287264,0.26118867132027923,0.4922243893,Arts,ENFP
0.3393078770168085,0.6062041131366877,0.01891413484809089,0.6406563118,Arts,ISFJ
0.6092954458855755,0.6275040428002422,0.9652899173950438,0.5191074754,Fiction,ESTP
0.627201075297852,0.6523759908332286,0.31379282756965415,0.3393903132,Others,ESFP
0.5625571927045361,0.5344177037008302,0.8688941336480188,0.6462817495000001,Technology,ENTJ
0.6748294094762624,0.6561992547303861,0.3643138588315299,0.7306934305000001,Fiction,ESFJ
0.5897106636703939,0.6170788449482175,0.8770856251375083,0.4958256884,Fiction,ENTP
0.1314669634936779,0.6227775995308845,0.5905074304458268,0.6601970023,Fiction,ISTP
0.9106568697751495,0.7570547327538486,0.6626147568854132,0.6464975168,Others,ESTJ
0.1645289721364644,0.5991603972424879,0.7582484949096946,0.6393596403,Fiction,INTJ
0.6110566061511596,0.7674732431469711,0.9563243794627677,0.24840230010000003,Fiction,ESTP
0.8994078461139964,0.3229572756679744,0.9047322839370363,0.5850799453,Fiction,ENTP
0.1212290318418976,0.6839733330181745,0.1318879132747965,0.28266126900000005,Sports,ISFP
0.19195246767455837,0.6362139428083607,0.09096345780746845,0.3611122155,Fiction,ISFP
0.632922595956232,0.7108027556494616,0.9458857531451887,0.6294008733,Arts,ESTJ
0.19134241215950648,0.5773433567549444,0.848706922415345,0.4347453977,Sports,INTP
0.11854178730264453,0.612229885814503,0.7741314478868733,0.582980131,Fiction,ISTP
0.5457556637654025,0.4194929572522282,0.04869192151529091,0.49642459990000004,Arts,ENFP
0.19319158043381945,0.6090302827469529,0.24739784387063224,0.30752023180000004,Sports,ISFP
0.3206351778011799,0.08326056039852027,0.334403064183851,0.6821160065,Fiction,INFJ
0.07267061302578534,0.46020235194717446,0.23953237194231658,0.43749715860000005,Arts,INFP
0.4267158311406337,0.6427238196834423,0.21890313418805132,0.6076949925,Fiction,ISFJ
0.13964070730436468,0.6399887909837879,0.5718683120987259,0.5298717971000001,Fiction,ISFP
0.9583832128723713,0.37521952599707775,0.8877432645958757,0.728375332,Technology,ENTJ
0.1317969935264109,0.649399522965774,0.0011540692441546494,0.5365612750000001,Arts,ISFP
0.4558004778434837,0.5141090254520562,0.4704762285737144,0.247498086,Technology,INFP
0.4181940556590649,0.6811763909968069,0.5762685761145669,0.0,Others,ISFP
0.48916551406177955,0.6131130108110087,0.3342800568034082,0.48226582090000003,Sports,ENFP
0.12439632006512591,0.7618654273160206,0.19613376802608157,0.5570167887,Fiction,ISFP
0.22950488494452992,0.3281755541387804,0.09580074804488269,0.45172536660000007,Fiction,INFP
0.9614624930868707,0.6542780013519311,0.3929395763745825,0.5633169750000001,Arts,ESFP
0.12518839214368505,0.6425557329370594,0.4392613556813409,0.7617297921,Fiction,ISFJ
0.1530959317297874,0.6938840549393686,0.7116827009620578,0.7514968978000001,Arts,ISTJ
0.10924094092562422,0.42513445350176315,0.7146408784527072,0.4462350091,Fiction,INTP
0.2604517011048005,0.6662465137021225,0.6953837230233815,0.6948383037000001,Fiction,ISTJ
0.12751360373794013,0.6700571339739412,0.6641928515710943,0.5446036047,Sports,ISTJ
0.9318277963294658,0.5718171656447019,0.1712812768766126,0.7733544085,Fiction,ENFJ
0.7388782379196506,0.5509073944331565,0.7037022221333281,0.6244631410000001,Others,ENTJ
0.8820872699415646,0.6975930067828002,0.5085705142308539,0.6239199114,Arts,ESFJ
0.22047806350377883,0.5888494471160555,0.09679780786847211,0.2489237409,Fiction,INFP
0.2968890169005379,0.33833171946740787,0.45039002340140405,0.6207302014,Others,INFJ
0.4064959911351932,0.6568596812753524,0.4116777006620398,0.6356337122000001,Sports,ISFJ
0.37893048267392326,0.6228446043763748,0.8563773826429586,0.6416557008,Fiction,ESTJ
0.6560997050731616,0.6684798546478956,0.7318049082944976,0.6180642543000001,Others,ESTJ
0.045421133323132405,0.6505529779297269,0.5476748604916296,0.1024865076,Fiction,ISFP
0.3819227549707023,0.7094471996116548,0.6904304258255496,0.46517770750000004,Sports,ISTP
0.609183435692648,0.6422854733785147,0.6848170890253416,0.2930925132,Arts,ESTP
0.36299803282098664,0.5430270494481048,0.4213732823969438,0.2263302291,Fiction,INFP
0.1863209552069238,0.5498544060389599,0.4100526031561894,0.31474220220000004,Fiction,INFP
0.748687130528878,0.6204285936136547,0.43868332099926,0.3725585765,Arts,ESFP
0.9820613675844501,0.37615384605340263,0.9735494129647779,0.5984395259,Sports,ENTP
0.406473989133011,0.44709588675313305,0.9345140708442508,0.5061117066,Sports,INTJ
0.02598036421314339,0.7055623043484349,0.06676400584035042,0.6210295661,Technology,ISFJ
0.15082172477695469,0.45447106813148,0.9735564133848031,0.6692650228,Fiction,INTJ
0.1942966809979708,0.7412237541097111,0.3115276916614997,0.6698401734,Sports,ISFJ
0.10920793792235092,0.6130571420935811,0.5621457287437246,0.5652241608,Sports,ISFJ
0.7855304832739778,0.5640623581327289,0.9376202572154329,0.5998331843,Others,ENTP
0.6973734609849496,0.6211308712103081,0.5012900774046444,0.5960679719,Others,ESFP
0.9659228989838075,0.4151486778240334,0.6008610516630998,0.4292423099,Fiction,ENTP
0.16646114796446473,0.6800369770615485,0.4189401364081845,0.7001945769,Arts,ISFJ
0.2425570726936151,0.4560612002826491,0.7988229293757626,0.6756850211000001,Fiction,INTJ
0.8147491421719376,0.5516916991480643,0.06470988259295557,0.7990533994,Others,ENFJ
0.6669116889636956,0.5049050503859464,0.9523481408884533,0.6377136449,Technology,ENTJ
0.8374972122463142,0.633376178025324,0.6095775746544793,0.2810223683,Sports,ESFP
0.10206928830523578,0.6312814721020295,0.9847900874052444,0.41955629730000005,Fiction,ISTP
0.08558278803371105,0.7305351623139034,0.7225673540412425,0.7646359969000001,Fiction,ISTJ
0.6860634317722911,0.7069155517209985,0.8806748404904294,0.4173397823,Fiction,ESTP
0.2799804782235183,0.6619062772384574,0.14710082604956298,0.5461454245,Fiction,ISFP
0.9684741311459343,0.668806296030124,0.7128767726063564,0.6405828998,Arts,ESTJ
0.7030919813703046,0.6830553661762324,0.4149038942336541,0.5273211252000001,Technology,ESFP
0.44754872693415093,0.6093440205495951,0.20784647078824733,0.5473790487,Fiction,ISFP
0.8772508298255141,0.7624160748604247,0.7147958877532652,0.6847533509,Arts,ESTJ
